Avg.Runtime	Keys
1254	000000000	000000010	000001000	000001010	000010000	000010010	000011000	000011010	000100000	000100001	000100010	000101000	000101001	000101010	000101011	000110000	000110001	000110010	000111000	000111001	000111010	000111011	100000000	100000010	100001000	100001010	100010000	100010010	100011000	100011010	100100000	100100001	100101000	100101001	100101011	100110000	100110001	100111000	100111001
2719	000000001	000000011	000001001	000001011	000010001	000010011	000011001	000011011	000100011	000110011	001000000	001000010	001001000	001001010	001010000	001010010	001011000	001011010	100000001	100000011	100001001	100001011	100010001	100010011	100011001	100011011	100100010	100100011	100101010	100110010	100110011	100111010	100111011	101000000	101000010	101001000	101001010	101010000	101010010	101011000
4468	000000100	000000110	000001100	000001110	000010100	000010110	000011100	000011101	000011110	000100100	000100101	000100110	000100111	000101100	000101101	000101110	000101111	000110100	000110101	000110110	000110111	000111100	000111101	000111110	000111111	001000001	001000011	001001001	001001011	001010001	001010011	001011001	001011011	001100000	001100001	001100010	001100011	001101000	001101001	001101010	001101011	001110000	001110001	001110010	001110011	001111000	001111001	001111010	001111011	100000100	100000110	100001100	100001101	100001110	100010100	100010101	100010110	100011100	100011101	100011110	100100100	100100101	100100110	100100111	100101100	100101101	100101110	100101111	100110100	100110101	100110110	100110111	100111100	100111101	100111110	100111111	101000001	101000011	101001001	101001011	101010001	101011001	101011010	101011011	101100000	101100001	101100010	101100011	101101000	101101001	101101010	101101011	101110000	101110001	101110010	101110011	101111000	101111001	101111010	101111011
6468	000000101	000000111	000001101	000001111	000010101	000010111	000011111	001000100	001000110	001001100	001001110	001010100	001010110	001011100	001011110	001100100	001100101	001100110	001100111	001101100	001101101	001101111	001110100	001110101	001110110	001110111	001111100	001111101	001111111	011101111	011111111	100000101	100000111	100001111	100010111	100011111	101000100	101000110	101001100	101001110	101010011	101010100	101010110	101011100	101011110	101100100	101100101	101100110	101100111	101101100	101101101	101101110	101101111	101110100	101110101	101110111	101111100	101111101	101111110	101111111	111000110	111010110	111100111	111101111	111111111
8163	001000101	001000111	001001101	001001111	001010101	001010111	001011101	001011111	001101110	001111110	010000100	010000110	010001110	010010100	010010110	010011110	010100101	010100111	010101101	010101111	010110101	010110111	010111101	010111111	011000000	011000010	011000100	011000101	011000110	011000111	011001000	011001010	011001100	011001101	011001110	011001111	011010000	011010010	011010100	011010101	011010110	011010111	011011000	011011010	011011100	011011101	011011110	011011111	011100001	011100011	011100100	011100101	011100110	011100111	011101001	011101011	011101100	011101101	011101110	011110001	011110011	011110100	011110101	011110110	011110111	011111001	011111011	011111100	011111101	011111110	101000101	101000111	101001101	101001111	101010101	101010111	101011101	101011111	101110110	110000100	110000110	110001100	110001110	110010100	110010110	110011100	110011110	110100101	110100111	110101101	110101111	110110101	110110111	110111101	110111111	111000000	111000010	111000100	111000101	111000111	111001010	111001100	111001101	111001110	111001111	111010000	111010010	111010100	111010101	111010111	111011010	111011100	111011101	111011110	111011111	111100001	111100011	111100100	111100101	111100110	111101001	111101011	111101100	111101101	111101110	111110001	111110011	111110100	111110101	111110110	111110111	111111001	111111011	111111100	111111101	111111110
9732	010000000	010000010	010000011	010000101	010000111	010001000	010001010	010001011	010001100	010001101	010001111	010010000	010010010	010010011	010010101	010010111	010011000	010011010	010011011	010011100	010011101	010011111	010100000	010100001	010100010	010100011	010100100	010100110	010101001	010101010	010101011	010101100	010101110	010110000	010110001	010110010	010110011	010110100	010110110	010111001	010111010	010111011	010111100	010111110	011000001	011000011	011001001	011001011	011010001	011010011	011011001	011011011	011100000	011100010	011101000	011101010	011110000	011110010	011111000	011111010	110000000	110000010	110000011	110000101	110000111	110001000	110001010	110001011	110001101	110001111	110010000	110010010	110010011	110010101	110010111	110011000	110011010	110011101	110011111	110100001	110100010	110100011	110100100	110100110	110101001	110101010	110101011	110101100	110101110	110110000	110110001	110110010	110110011	110110100	110110110	110111001	110111010	110111011	110111100	110111110	111000001	111000011	111001000	111001001	111001011	111010001	111010011	111011000	111011001	111011011	111100000	111100010	111101000	111101010	111110000	111110010	111111000	111111010
10977	010000001	010001001	010010001	010011001	010101000	010111000	110000001	110001001	110010001	110011001	110011011	110100000	110101000	110111000
